회사명,종목코드,업종,업종2,업종PER,PER,PBR
아이씨디,040910,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,6.49,1.53
제닉,123330,기타 화학제품 제조업,화장품,89.76,N/A,N/A
데일리블록체인,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,N/A,N/A
삼원강재,023000,자동차 신품 부품 제조업,자동차부품,46.67,19.02,0.67
상아프론테크,089980,플라스틱제품 제조업,전기제품,206.26,215.47,5.68
신세계인터내셔날,031430,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,29.37,2.15
에이리츠,140910,부동산 임대 및 공급업,N/A,N/A,N/A,N/A
나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,건강관리장비와용품,208.42,N/A,N/A
옵티시스,109080,통신 및 방송 장비 제조업,통신장비,-92.63,23.42,1.05
대양전기공업,108380,선박 및 보트 건조업,조선,-22.00,17.21,0.75
한국항공우주,047810,"항공기,우주선 및 부품 제조업",우주항공과국방,50.80,29.16,3.11
롯데하이마트,071840,가전제품 및 정보통신장비 소매업,N/A,-15.23,N/A,N/A
서연탑메탈,019770,특수 목적용 기계 제조업,자동차부품,46.67,152.69,1.35
한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,N/A,N/A
코오롱플라스틱,138490,합성고무 및 플라스틱 물질 제조업,화학,69.00,N/A,N/A
넥스트아이,137940,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",디스플레이장비및부품,86.49,N/A,N/A
스카이이앤엠,131100,상품 종합 도매업,화학,69.00,N/A,N/A
이마트,139480,종합 소매업,백화점과일반상점,-28.81,8.66,0.51
DGB금융지주,139130,기타 금융업,은행,4.87,3.60,0.24
케이티스카이라이프,053210,텔레비전 방송업,방송과엔터테인먼트,-19.04,6.39,0.56
엘아이에스,138690,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,11.95,1.45
세아특수강,019440,1차 철강 제조업,철강,41.60,N/A,N/A
KMH,122450,텔레비전 방송업,방송과엔터테인먼트,-19.04,17.57,2.00
골프존뉴딘홀딩스,121440,상품 중개업,레저용장비와제품,-33.68,N/A,N/A
메리츠금융지주,138040,기타 금융업,손해보험,6.87,3.09,0.43
윈스,136540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,10.85,1.59
하림,136480,"도축, 육류 가공 및 저장 처리업",식품,29.07,156.67,1.11
한국종합기술,023350,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,N/A,N/A
이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업",교육서비스,-19.84,78.47,2.75
티케이케미칼,104480,화학섬유 제조업,화학,69.00,N/A,N/A
BNK금융지주,138930,기타 금융업,은행,4.87,3.96,0.22
일진머티리얼즈,020150,전자부품 제조업,전자장비와기기,65.66,79.77,5.84
부스타,008470,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,10.07,0.62
현대위아,011210,자동차 신품 부품 제조업,자동차부품,46.67,19.97,0.77
선진,136490,동물용 사료 및 조제식품 제조업,식품,29.07,6.86,1.32
미원화학,134380,기타 화학제품 제조업,화학,69.00,8.97,1.13
나노신소재,121600,기타 화학제품 제조업,화학,69.00,176.29,3.97
케이아이엔엑스,093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,26.03,3.98
티피씨글로벌,130740,자동차 신품 부품 제조업,자동차부품,46.67,93.08,0.84
딜리,131180,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,N/A,N/A
엘비세미콘,061970,반도체 제조업,반도체와반도체장비,20.53,27.03,3.76
제이엔케이히터,126880,일반 목적용 기계 제조업,기계,-29.49,12.64,2.03
블루콤,033560,영상 및 음향기기 제조업,핸드셋,-202.00,18.27,0.65
인트론바이오,048530,기초 의약물질 및 생물학적 제제 제조업,생명과학도구및서비스,38.27,97.48,9.39
시디즈,134790,가구 제조업,가구,21.96,9.20,2.48
다나와,119860,소프트웨어 개발 및 공급업,인터넷과카탈로그소매,20.09,16.59,3.63
알서포트,131370,소프트웨어 개발 및 공급업,소프트웨어,86.51,N/A,N/A
인텍플러스,064290,특수 목적용 기계 제조업,반도체와반도체장비,20.53,38.12,9.66
티에스이,131290,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체와반도체장비,20.53,17.36,2.93
HSD엔진,082740,일반 목적용 기계 제조업,조선,-22.00,N/A,N/A
액트,131400,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
대성에너지,117580,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,9.83,0.46
현대퓨처넷,126560,텔레비전 방송업,방송과엔터테인먼트,-19.04,12.36,0.53
대정화금,120240,기초 화학물질 제조업,화학,69.00,36.06,1.71
KTis,058860,기타 정보 서비스업,상업서비스와공급품,24.90,9.39,0.52
한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업",전기유틸리티,69.53,11.41,1.64
피제이메탈,128660,1차 비철금속 제조업,비철금속,21.86,14.42,1.37
디에이치피코리아,131030,의약품 제조업,제약,99.58,8.95,1.11
에이루트,096690,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,N/A,N/A
엘브이엠씨,900140,자동차 판매업,자동차,58.96,N/A,N/A
티비씨,033830,텔레비전 방송업,방송과엔터테인먼트,-19.04,18.80,0.87
시그네틱스,033170,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
한국전자인증,041460,소프트웨어 개발 및 공급업,IT서비스,24.96,97.01,3.04
디케이락,105740,일반 목적용 기계 제조업,기계,-29.49,26.91,1.26
코프라,126600,합성고무 및 플라스틱 물질 제조업,자동차부품,46.67,12.41,1.02
선데이토즈,123420,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,22.52,1.52
삼본전자,111870,영상 및 음향기기 제조업,전자제품,41.38,N/A,N/A
아나패스,123860,반도체 제조업,디스플레이장비및부품,86.49,N/A,N/A
KNN,058400,텔레비전 방송업,방송과엔터테인먼트,-19.04,52.31,1.38
비케이탑스,030790,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,N/A,N/A
누리플랜,069140,"구조용 금속제품, 탱크 및 증기발생기 제조업",상업서비스와공급품,24.90,N/A,N/A
아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업",반도체와반도체장비,20.53,N/A,N/A
인화정공,101930,선박 및 보트 건조업,조선,-22.00,51.05,0.43
코렌,078650,사진장비 및 광학기기 제조업,핸드셋,-202.00,N/A,N/A
아이씨케이,068940,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
한일진공,123840,특수 목적용 기계 제조업,핸드셋,-202.00,N/A,N/A
휠라홀딩스,081660,생활용품 도매업,"섬유,의류,신발,호화품",33.35,14.89,1.93
알파홀딩스,117670,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
포메탈,119500,기타 금속 가공제품 제조업,기계,-29.49,27.41,1.16
KTcs,058850,기타 정보 서비스업,상업서비스와공급품,24.90,10.61,0.60
다원시스,068240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전자장비와기기,65.66,101.52,2.47
현대홈쇼핑,057050,무점포 소매업,인터넷과카탈로그소매,20.09,10.89,0.52
씨젠,096530,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,14.40,9.98
와이솔,122990,전자부품 제조업,핸드셋,-202.00,90.61,1.19
하이비젼시스템,126700,사진장비 및 광학기기 제조업,핸드셋,-202.00,29.02,1.71
화신정공,126640,자동차 신품 부품 제조업,자동차부품,46.67,17.33,0.77
코리아에프티,123410,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,13.49,1.07
엠에스오토텍,123040,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
이글루시큐리티,067920,기타 정보 서비스업,소프트웨어,86.51,30.26,1.22
대성산업,128820,연료 소매업,석유와가스,-13.96,N/A,N/A
아이마켓코리아,122900,상품 종합 도매업,상업서비스와공급품,24.90,19.89,0.78
한미약품,128940,의약품 제조업,제약,99.58,N/A,N/A
인터로조,119610,의료용 기기 제조업,건강관리장비와용품,208.42,15.25,1.73
하이텍팜,106190,기타 전문 도매업,제약,99.58,N/A,N/A
우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기계,-29.49,99.12,0.66
크루셜텍,114120,전자부품 제조업,핸드셋,-202.00,N/A,N/A
무학,033920,알코올음료 제조업,음료,98.61,N/A,N/A
에스디시스템,121890,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
알톤스포츠,123750,그외 기타 운송장비 제조업,레저용장비와제품,-33.68,11.01,2.49
유비벨록스,089850,소프트웨어 개발 및 공급업,통신장비,-92.63,10.34,0.95
지와이커머스,111820,기타 정보 서비스업,인터넷과카탈로그소매,20.09,0.96,5.26
오르비텍,046120,기타 과학기술 서비스업,우주항공과국방,50.80,N/A,N/A
이연제약,102460,의약품 제조업,제약,99.58,127.67,1.57
엑스큐어,070300,소프트웨어 개발 및 공급업,핸드셋,-202.00,N/A,N/A
실리콘웍스,108320,반도체 제조업,디스플레이장비및부품,86.49,14.76,2.17
투비소프트,079970,소프트웨어 개발 및 공급업,소프트웨어,86.51,N/A,N/A
한국화장품,123690,생활용품 도매업,화장품,89.76,N/A,N/A
에스제이엠,123700,자동차 신품 부품 제조업,자동차부품,46.67,22.19,0.41
인피니트헬스케어,071200,소프트웨어 개발 및 공급업,건강관리기술,-206.61,71.12,2.10
모바일리더,100030,소프트웨어 개발 및 공급업,소프트웨어,86.51,N/A,N/A
서진오토모티브,122690,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
한라홀딩스,060980,기타 금융업,자동차부품,46.67,14.15,0.47
삼성생명,032830,보험업,생명보험,12.49,14.40,0.34
신세계푸드,031440,음식점업,"호텔,레스토랑,레저",-25.26,N/A,N/A
이스트아시아홀딩스,900110,기타 금융업,"섬유,의류,신발,호화품",33.35,N/A,N/A
뉴프라이드,900100,자동차 부품 및 내장품 판매업,자동차부품,46.67,N/A,N/A
케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,31.12,3.47
씨케이에이치,900120,기타 금융업,제약,99.58,N/A,N/A
지트리비앤티,115450,기타 전문 도매업,제약,99.58,N/A,N/A
삼기,122350,자동차 신품 부품 제조업,자동차부품,46.67,47.62,1.35
한화생명,088350,보험업,생명보험,12.49,11.41,0.16
이미지스,115610,반도체 제조업,핸드셋,-202.00,N/A,N/A
조선선재,120030,기타 금속 가공제품 제조업,철강,41.60,11.59,0.95
인포바인,115310,전기 통신업,IT서비스,24.96,8.69,0.49
하이소닉,106080,전자부품 제조업,핸드셋,-202.00,N/A,N/A
모베이스,101330,통신 및 방송 장비 제조업,핸드셋,-202.00,N/A,N/A
지스마트글로벌,114570,반도체 제조업,디스플레이장비및부품,86.49,N/A,N/A
코오롱인더,120110,화학섬유 제조업,화학,69.00,9.90,0.77
KC코트렐,119650,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
지역난방공사,071320,"증기, 냉·온수 및 공기조절 공급업",복합유틸리티,5.28,27.70,0.25
락앤락,115390,플라스틱제품 제조업,포장재,16.84,53.63,1.03
스타플렉스,115570,플라스틱제품 제조업,화학,69.00,N/A,N/A
우리넷,115440,통신 및 방송 장비 제조업,통신장비,-92.63,N/A,N/A
아세아텍,050860,특수 목적용 기계 제조업,기계,-29.49,66.27,0.57
영흥,012160,1차 철강 제조업,철강,41.60,N/A,N/A
우노앤컴퍼니,114630,화학섬유 제조업,"섬유,의류,신발,호화품",33.35,18.92,1.16
코디,080530,기타 화학제품 제조업,화장품,89.76,N/A,N/A
우리들휴브레인,118000,기계장비 및 관련 물품 도매업,IT서비스,24.96,16.44,2.10
글로벌에스엠,900070,기타 금융업,자동차부품,46.67,N/A,N/A
ITX-AI,099520,영상 및 음향기기 제조업,전자장비와기기,65.66,N/A,N/A
KPX생명과학,114450,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,N/A,N/A
디와이피엔에프,104460,일반 목적용 기계 제조업,기계,-29.49,13.30,3.12
멜파스,096640,전자부품 제조업,핸드셋,-202.00,N/A,N/A
위메이드,112040,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,N/A,N/A
한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",전기유틸리티,69.53,28.50,1.40
셀바스AI,108860,소프트웨어 개발 및 공급업,건강관리장비와용품,208.42,22.37,1.87
에스앤씨엔진그룹,900080,기타 금융업,자동차부품,46.67,N/A,N/A
이원컴포텍,088290,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
강원,114190,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,N/A,N/A
GKL,114090,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,N/A,N/A
휴맥스,115160,영상 및 음향기기 제조업,전자제품,41.38,N/A,N/A
에이프로젠 H&G,109960,기타 전문 도매업,제약,99.58,14.55,0.53
SK,034730,기타 금융업,복합기업,29.11,"1,305.91",0.90
동방선기,099410,선박 및 보트 건조업,조선,-22.00,N/A,N/A
상상인인더스트리,101000,특수 목적용 기계 제조업,조선,-22.00,N/A,N/A
진매트릭스,109820,자연과학 및 공학 연구개발업,생물공학,-54.63,35.40,9.71
황금에스티,032560,1차 비철금속 제조업,비철금속,21.86,12.83,0.45
비츠로셀,082920,일차전지 및 축전지 제조업,전기제품,206.26,19.39,2.20
하이트진로,000080,알코올음료 제조업,음료,98.61,32.04,2.17
한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업,건강관리장비와용품,263.30,N/A,N/A
동양생명,082640,보험업,생명보험,12.49,8.21,0.21
NHN벅스,104200,소프트웨어 개발 및 공급업,방송과엔터테인먼트,-19.04,N/A,N/A
아이앤씨,052860,반도체 제조업,통신장비,-92.63,N/A,N/A
유니온머티리얼,047400,"내화, 비내화 요업제품 제조업",자동차부품,46.67,N/A,N/A
케이엔더블유,105330,전자부품 제조업,자동차부품,46.67,N/A,N/A
형지엘리트,093240,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,163.65,2.12
디에스케이,109740,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,N/A,N/A
제넥신,095700,자연과학 및 공학 연구개발업,생물공학,-54.63,N/A,N/A
톱텍,108230,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,17.85,1.24
동국S&C,100130,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,48.69,1.49
에스앤더블류,103230,일반 목적용 기계 제조업,조선,-22.00,N/A,N/A
키움증권,039490,금융 지원 서비스업,증권,6.53,6.62,1.43
게임빌,063080,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,14.95,0.97
영원무역,111770,상품 종합 도매업,"섬유,의류,신발,호화품",33.35,9.93,0.81
동일금속,109860,금속 주조업,기계,-29.49,10.29,0.60
아주캐피탈,033660,기타 금융업,기타금융,4.61,5.32,0.70
한미글로벌,053690,"건축기술, 엔지니어링 및 관련 기술 서비스업",건설,7.01,14.99,0.81
동아지질,028100,기반조성 및 시설물 축조관련 전문공사업,건설,7.01,23.08,0.96
어보브반도체,102120,반도체 제조업,반도체와반도체장비,20.53,12.52,2.48
조이맥스,101730,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,N/A,N/A
이엔에프테크놀로지,102710,기타 화학제품 제조업,화학,69.00,12.89,2.15
스맥,099440,특수 목적용 기계 제조업,기계,-29.49,N/A,N/A
해덕파워웨이,102210,선박 및 보트 건조업,조선,-22.00,N/A,N/A
SDN,099220,기계장비 및 관련 물품 도매업,에너지장비및서비스,-35.73,25.82,1.81
한국정밀기계,101680,특수 목적용 기계 제조업,기계,-29.49,N/A,N/A
STX중공업,071970,일반 목적용 기계 제조업,조선,-22.00,N/A,N/A
흥국,010240,특수 목적용 기계 제조업,기계,-29.49,9.28,1.26
우림기계,101170,일반 목적용 기계 제조업,기계,-29.49,27.64,0.72
티플랙스,081150,기타 금속 가공제품 제조업,비철금속,21.86,27.20,0.83
