회사명,종목코드,업종,업종1,업종2,PER,업종PER,PBR
코스맥스,192820,기타 화학제품 제조업,KSE  코스피 화학,FICS  개인생활용품,33.47,65.84,3.10
오이솔루션,138080,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,10.50,79.95,3.68
한국정보인증,053300,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,29.11,63.90,2.44
유비온,084440,기타 정보 서비스업,KONEX,FICS  교육,20.40,-,5.34
솔루에타,154040,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,-,79.95,1.01
이지웰,090850,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 기타서비스,FICS  인터넷 서비스,46.64,-,5.47
위월드,140660,통신 및 방송 장비 제조업,KONEX,FICS  자동차부품,-,-,0.53
씨이랩,189330,소프트웨어 개발 및 공급업,KONEX,FICS  IT 서비스,"2,238.31",-,70.71
코셋,189350,통신 및 방송 장비 제조업,KONEX,FICS  통신장비,-,-,1.43
SGA솔루션즈,184230,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,-,63.90,2.05
대동고려삼,178600,기타 식품 제조업,KONEX,FICS  음료,11.38,-,1.04
청광건설,140290,토목 건설업,KONEX,FICS  건설,-,-,-
기가레인,049080,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,-,79.95,4.26
인트로메딕,150840,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,3.53
한중엔시에스,107640,자동차 신품 부품 제조업,KONEX,FICS  자동차부품,102.88,-,1.39
알티캐스트,085810,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,-,63.90,0.60
종근당,185750,의약품 제조업,KSE  코스피 의약품,FICS  제약,39.23,140.79,4.39
현대공업,170030,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,33.14,265.86,1.32
엔브이에이치코리아,067570,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,13.55,265.86,0.88
디엠티,134580,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  셋톱 박스,-,79.95,1.18
신송홀딩스,006880,산업용 농·축산물 및 동·식물 도매업,KSE  코스피 유통업,FICS  식료품,-,31.64,0.52
큐브엔터,182360,오디오물 출판 및 원판 녹음업,"KOSDAQ  코스닥 오락, 문화",FICS  미디어,90.36,-,5.06
라이온켐텍,171120,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  건축소재,14.13,265.86,1.29
램테크놀러지,171010,기초 화학물질 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,24.94,79.95,2.54
THE MIDONG,161570,영상 및 음향기기 제조업,KOSDAQ  코스닥 IT H/W,FICS  자동차부품,-,79.95,0.94
골프존데카,183410,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KONEX,FICS  레저용품,-,-,-
에이씨티,138360,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,-,265.86,2.80
아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,13.27,41.94,0.46
해성옵틱스,076610,사진장비 및 광학기기 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,-,79.95,0.74
내츄럴엔도텍,168330,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  식료품,-,-,1.95
현대로템,064350,철도장비 제조업,KSE  코스피 운수장비,FICS  운송인프라,-,26.97,2.11
수프로,185190,산업용 농·축산물 및 동·식물 도매업,KONEX,FICS  종이 및 목재,-,-,1.71
테스나,131970,"그외 기타 전문, 과학 및 기술 서비스업",KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,32.40,79.95,4.88
파수,150900,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,-,63.90,4.11
엘티씨,170920,기초 화학물질 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,141.30,79.95,1.19
지엔씨에너지,119850,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 제조,FICS  전기장비,15.39,265.86,1.24
한진칼,180640,항공 여객 운송업,KSE  코스피 운수창고,FICS  항공운수,-,-,2.90
아미코젠,092040,기타 식품 제조업,KOSDAQ  코스닥 제조,FICS  제약,"6,913.72",265.86,4.72
엔에이치엔,181710,소프트웨어 개발 및 공급업,KSE  코스피 서비스업,FICS  게임 소프트웨어,114.32,62.18,0.86
GH신소재,130500,기타 섬유제품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,36.53,265.86,1.91
파이오링크,170790,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  IT 서비스,15.98,79.95,2.16
KG ETS,151860,폐기물 처리업,KOSDAQ  코스닥 기타서비스,FICS  에너지 시설 및 서비스,2.24,-,0.89
JB금융지주,175330,기타 금융업,KSE  코스피 금융업,FICS  상업은행,3.32,8.49,0.33
나스미디어,089600,광고업,KOSDAQ  코스닥 기타서비스,FICS  미디어,16.86,-,2.32
하이골드12호,172580,운송장비 임대업,KSE  코스피 서비스업,FICS  해상운수,-,35.79,-
대주이엔티,114920,1차 철강 제조업,KONEX,FICS  금속 및 광물,-,-,0.18
에스에이티이엔지,158300,특수 목적용 기계 제조업,KONEX,FICS  디스플레이 및 관련부품,59.33,-,2.42
에스엔피제네틱스,086460,자연과학 및 공학 연구개발업,KONEX,FICS  바이오,-,-,0.74
옐로페이,179720,소프트웨어 개발 및 공급업,KONEX,FICS  인터넷 서비스,5.93,-,-
태양기계,116100,자동차 신품 부품 제조업,KONEX,FICS  자동차부품,10.54,-,0.36
엑세스바이오,950130,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ,FICS  의료 장비 및 서비스,-,-,21.87
DSR,155660,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,9.98,16.61,0.57
레고켐바이오,141080,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  의료 장비 및 서비스,84.02,-,11.22
한국패러랠,168490,신탁업 및 집합투자업,KSE,FICS  창업투자 및 종금,-,-,-
동아에스티,170900,의약품 제조업,KSE  코스피 의약품,FICS  제약,10.35,140.79,1.13
스타모빌리티,158310,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,0.20
윈팩,097800,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,9.94,79.95,1.99
코렌텍,104540,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,69.25,265.86,6.21
제로투세븐,159580,생활용품 도매업,KOSDAQ  코스닥 유통,FICS  섬유 및 의복,19.14,428.28,2.36
아이원스,114810,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,-,79.95,1.32
우리이앤엘,153490,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,14.60,79.95,1.12
아이센스,099190,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,15.04,265.86,1.75
포티스,141020,무점포 소매업,KOSDAQ  코스닥 유통,FICS  무선통신,-,428.28,0.29
스킨앤스킨,159910,기타 화학제품 제조업,KOSDAQ  코스닥 IT H/W,FICS  개인생활용품,-,79.95,0.89
SBI핀테크솔루션즈,950110,소프트웨어 개발 및 공급업,KOSDAQ,FICS  인터넷 서비스,20.83,-,3.71
우리로,046970,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  통신장비,-,428.28,1.36
디젠스,113810,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,1.18
지엠비코리아,013870,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,61.71,26.97,0.75
맥스로텍,141070,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,1.09
와이엠씨,155650,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,2.33
LG헬로비전,037560,텔레비전 방송업,KSE  코스피 서비스업,FICS  미디어,-,62.18,0.37
아바텍,149950,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,38.60,79.95,1.88
동일고무벨트,163560,고무제품 제조업,KSE  코스피 화학,FICS  자동차부품,15.78,65.84,0.68
한국콜마,161890,기타 화학제품 제조업,KSE  코스피 화학,FICS  개인생활용품,41.03,65.84,2.56
한국타이어앤테크놀로지,161390,고무제품 제조업,KSE  코스피 화학,FICS  자동차부품,14.29,65.84,0.84
코이즈,121850,플라스틱제품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,2.70
애경유화,161000,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,10.71,65.84,0.89
나노스,151910,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,-,79.95,19.45
SK렌터카,068400,운송장비 임대업,KSE  코스피 서비스업,FICS  호텔 및 레저,15.28,62.18,0.70
엠씨넥스,097520,영상 및 음향기기 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,12.43,79.95,4.62
네이블커뮤니케이션즈,153460,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,-,63.90,1.76
디지탈옵틱,106520,사진장비 및 광학기기 제조업,KOSDAQ  코스닥 제조,FICS  휴대폰 및 관련부품,-,265.86,1.99
피엔티,137400,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,-,265.86,5.70
바다로19호,155900,운송장비 임대업,KSE  코스피 서비스업,FICS  해상운수,-,35.79,-
사조씨푸드,014710,수산물 가공 및 저장 처리업,KSE  코스피 음식료품,FICS  식료품,-,30.82,0.44
비아트론,141000,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,29.78,79.95,1.08
하이골드3호,153360,운송장비 임대업,KSE  코스피 서비스업,FICS  해상운수,-,35.79,-
코오롱머티리얼,144620,화학섬유 제조업,KSE  코스피 화학,FICS  섬유 및 의복,-,65.84,3.52
빛샘전자,072950,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,21.96,79.95,0.73
한국ANKOR유전,152550,신탁업 및 집합투자업,KSE,FICS  석유 및 가스,-,-,-
휴비스,079980,화학섬유 제조업,KSE  코스피 화학,FICS  섬유 및 의복,-,65.84,0.72
사람인에이치알,143240,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",KOSDAQ  코스닥 IT S/W & SVC,FICS  상업서비스,12.68,63.90,2.75
뉴로스,126870,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,2.26
제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업",KOSDAQ  코스닥 제조,FICS  금속 및 광물,24.24,265.86,1.09
남화토건,091590,건물 건설업,KOSDAQ  코스닥 건설,FICS  건설,28.21,15.46,1.06
케이탑리츠,145270,부동산 임대 및 공급업,KSE  코스피 서비스업,FICS  부동산,-,35.79,-
메지온,140410,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  식료품,-,-,31.16
원익머트리얼즈,104830,기초 화학물질 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,15.39,79.95,1.41
디엔에이링크,127120,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,8.40
GS리테일,007070,종합 소매업,KSE  코스피 유통업,FICS  도소매,20.91,31.64,1.28
나이스디앤비,130580,기타 사업지원 서비스업,KOSDAQ  코스닥 기타서비스,FICS  상업서비스,13.74,-,2.66
시큐브,131090,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,12.51,63.90,1.85
서암기계공업,100660,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,35.36,265.86,1.25
인터지스,129260,도로 화물 운송업,KSE  코스피 운수창고,FICS  해상운수,-,-,0.58
씨유메디칼,115480,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,0.76
삼양사,145990,기타 식품 제조업,KSE  코스피 음식료품,FICS  식료품,19.70,30.82,0.60
키네마스터,139670,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,"6,688.60",63.90,27.18
비덴트,121800,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,1.25
신진에스엠,138070,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  기계,25.15,265.86,0.84
이엠넷,123570,광고업,KOSDAQ  코스닥 기타서비스,FICS  미디어,13.16,-,1.62
와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업,"KOSDAQ  코스닥 오락, 문화",FICS  미디어,-,-,2.52
쎄미시스코,136510,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,-,265.86,1.40
에이티세미콘,089530,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,-,79.95,1.39
테크윙,089030,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,39.60,79.95,2.34
씨큐브,101240,기초 화학물질 제조업,KOSDAQ  코스닥 제조,FICS  화학,13.83,265.86,1.31
에스엠코어,007820,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,35.43,265.86,2.07
씨엔플러스,115530,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,3.93
하나투어,039130,여행사 및 기타 여행보조 서비스업,KSE  코스피 서비스업,FICS  호텔 및 레저,-,62.18,3.33
케이맥,043290,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,-,265.86,2.13
로보스타,090360,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,2.79
대한과학,131220,기계장비 및 관련 물품 도매업,KOSDAQ  코스닥 유통,FICS  의료 장비 및 서비스,97.84,428.28,4.10
피앤이솔루션,131390,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,20.44,265.86,4.07
아이디스,143160,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  보안장비,168.39,79.95,2.07
에이블씨엔씨,078520,기타 화학제품 제조업,KSE  코스피 화학,FICS  개인생활용품,-,65.84,0.82
제이씨케미칼,137950,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  에너지 시설 및 서비스,12.09,265.86,1.44
아이씨디,040910,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,26.69,79.95,1.90
제닉,123330,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,-,265.86,1.15
데일리블록체인,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  운송인프라,-,63.90,2.33
삼원강재,023000,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,13.34,26.97,0.66
상아프론테크,089980,플라스틱제품 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,69.71,265.86,6.02
신세계인터내셔날,031430,"섬유, 의복, 신발 및 가죽제품 소매업",KSE  코스피 유통업,FICS  섬유 및 의복,17.86,31.64,2.21
에이리츠,140910,부동산 임대 및 공급업,KSE  코스피 서비스업,FICS  부동산,-,35.79,-
나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,-,265.86,11.26
옵티시스,109080,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,16.48,79.95,1.12
대양전기공업,108380,선박 및 보트 건조업,KOSDAQ  코스닥 제조,FICS  조선,13.66,265.86,0.81
한국항공우주,047810,"항공기,우주선 및 부품 제조업",KSE  코스피 운수장비,FICS  상업서비스,21.94,26.97,3.27
롯데하이마트,071840,가전제품 및 정보통신장비 소매업,KSE  코스피 유통업,FICS  도소매,-,31.64,0.48
서연탑메탈,019770,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,1.40
한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업",KSE  코스피 유통업,FICS  섬유 및 의복,-,31.64,0.38
코오롱플라스틱,138490,합성고무 및 플라스틱 물질 제조업,KSE  코스피 화학,FICS  화학,42.17,65.84,1.16
넥스트아이,137940,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,-,265.86,1.32
스카이이앤엠,131100,상품 종합 도매업,KOSDAQ  코스닥 유통,FICS  화학,-,428.28,3.67
이마트,139480,종합 소매업,KSE  코스피 유통업,FICS  도소매,20.38,31.64,0.53
DGB금융지주,139130,기타 금융업,KSE  코스피 금융업,FICS  상업은행,3.66,8.49,0.26
케이티스카이라이프,053210,텔레비전 방송업,KSE  코스피 서비스업,FICS  미디어,7.49,62.18,0.58
엘아이에스,138690,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,1.83
세아특수강,019440,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,9.41,16.61,0.32
KMH,122450,텔레비전 방송업,KOSDAQ  코스닥 통신방송서비스,FICS  미디어,25.66,21.25,1.75
골프존뉴딘홀딩스,121440,상품 중개업,KOSDAQ  코스닥 유통,FICS  레저용품,-,428.28,0.55
메리츠금융지주,138040,기타 금융업,KSE  코스피 금융업,FICS  보험,3.68,8.49,0.52
윈스,136540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,14.41,63.90,1.69
하림,136480,"도축, 육류 가공 및 저장 처리업",KOSDAQ  코스닥 제조,FICS  식료품,-,265.86,0.96
한국종합기술,023350,"건축기술, 엔지니어링 및 관련 기술 서비스업",KSE  코스피 서비스업,FICS  건설,-,62.18,0.87
이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업",KOSDAQ  코스닥 제조,FICS  교육,29.92,265.86,2.65
